epoch,loss,mae,val_loss,val_mae
0,0.631700873374939,0.9515223503112793,0.4943138659000397,0.7991403937339783
1,0.48087990283966064,0.7955474257469177,0.5099383592605591,0.8212525844573975
2,0.4477277994155884,0.7655676007270813,0.47776713967323303,0.7975951433181763
3,0.4389309287071228,0.7568226456642151,0.458766907453537,0.7777600884437561
4,0.42597925662994385,0.7464872002601624,0.5589450597763062,0.8912615180015564
5,0.4263867139816284,0.7482750415802002,0.47944316267967224,0.7986488342285156
6,0.420089989900589,0.7437707185745239,0.504181444644928,0.834989607334137
7,0.42184337973594666,0.7451587915420532,0.427749902009964,0.7604696154594421
8,0.4171733558177948,0.7416984438896179,0.49328938126564026,0.8224307894706726
9,0.4175812602043152,0.7427954077720642,0.621350884437561,0.9528946876525879
10,0.4091167151927948,0.733420193195343,0.48725831508636475,0.8150490522384644
11,0.409248411655426,0.7335798144340515,0.44779765605926514,0.7750398516654968
12,0.4034852981567383,0.7279604077339172,0.46771830320358276,0.7971270680427551
13,0.3972116708755493,0.7188697457313538,0.5108208060264587,0.84549480676651
14,0.40137407183647156,0.7231317162513733,0.516217827796936,0.8428667783737183
