epoch,loss,mae,val_loss,val_mae
20,0.823646068572998,0.7091243863105774,0.958044171333313,0.7628282308578491
21,0.7865580320358276,0.6893829703330994,0.9681769609451294,0.7628580331802368
22,0.7598921060562134,0.6756817102432251,0.8600519895553589,0.7259240746498108
23,0.7490531802177429,0.6729924082756042,0.9039720296859741,0.7358719110488892
24,0.7314462065696716,0.6596001982688904,0.8805492520332336,0.7277042269706726
25,0.7217724919319153,0.6567971110343933,0.8266041278839111,0.7084927558898926
26,0.7022243738174438,0.6451271176338196,0.8490846753120422,0.7177522778511047
27,0.6813400983810425,0.636965811252594,0.8610315918922424,0.7164331674575806
28,0.6741712093353271,0.6308085322380066,0.8177125453948975,0.7001632452011108
29,0.6802321672439575,0.6329910755157471,0.8158954977989197,0.7013192772865295
30,0.6639721989631653,0.6249029040336609,0.8311265110969543,0.7094878554344177
31,0.6599947214126587,0.6235093474388123,0.8514375686645508,0.7120935320854187
32,0.6424103379249573,0.6126378774642944,0.859686017036438,0.7116098403930664
33,0.6502015590667725,0.6165282130241394,0.7993974089622498,0.6896815896034241
34,0.6271157264709473,0.6038642525672913,0.8351792693138123,0.7002943754196167
35,0.6214981079101562,0.6002871990203857,0.7617402672767639,0.6696937680244446
36,0.6195421814918518,0.598677933216095,0.7638484239578247,0.6744733452796936
37,0.6115837097167969,0.5954554080963135,0.8069093227386475,0.6934309005737305
38,0.5919522047042847,0.5845932960510254,0.7916824817657471,0.6833668351173401
39,0.5954319834709167,0.5854651927947998,0.8103893399238586,0.6899311542510986
40,0.5892685651779175,0.5841106176376343,0.7581183910369873,0.666060745716095
41,0.5949215292930603,0.5853607058525085,0.8236149549484253,0.6980417966842651
42,0.5874887704849243,0.5816295742988586,0.7839611768722534,0.6770419478416443
43,0.5674208998680115,0.5717366933822632,0.80671626329422,0.6881611943244934
44,0.5759788155555725,0.5746800303459167,0.7733724117279053,0.6763891577720642
45,0.579512357711792,0.5768347382545471,0.8230963945388794,0.696559488773346
46,0.5631235837936401,0.5656760334968567,0.7742534279823303,0.6729985475540161
47,0.5581005215644836,0.5644852519035339,0.9674612879753113,0.7499889135360718
