loss,mae,accuracy,val_loss,val_mae,val_accuracy
2.173428773880005,1.0946491956710815,0.3545405864715576,1.0696271657943726,0.7866294384002686,0.3841346204280853
0.9620299935340881,0.7558460831642151,0.40819087624549866,0.9259275794029236,0.7359465956687927,0.38846156001091003
0.8908784985542297,0.7238103151321411,0.41816237568855286,0.9626463651657104,0.7672908902168274,0.3612980842590332
0.8757495284080505,0.7170556783676147,0.42480412125587463,1.0738379955291748,0.7907222509384155,0.3725961446762085
0.8461079597473145,0.6985083818435669,0.4358440041542053,1.0183652639389038,0.7635404467582703,0.39615386724472046
0.8701488375663757,0.7088399529457092,0.4318910241127014,1.0951801538467407,0.784576416015625,0.40697115659713745
0.8361527323722839,0.6916812658309937,0.44172006845474243,0.9669925570487976,0.7473877668380737,0.3973557651042938
0.8187485933303833,0.6835026741027832,0.44556623697280884,0.9280725121498108,0.7241670489311218,0.4105769395828247
0.8107210993766785,0.6787986159324646,0.4527599513530731,0.8990533351898193,0.7259481549263,0.3848557770252228
0.7908359169960022,0.6682463884353638,0.4498753547668457,0.9735335111618042,0.744012176990509,0.4105769395828247
0.7834108471870422,0.664580225944519,0.4548611044883728,1.17186439037323,0.8031510710716248,0.4350961446762085
0.7606728672981262,0.6543143391609192,0.4615562856197357,0.967670202255249,0.7412146329879761,0.40985578298568726
0.7304769158363342,0.6369730830192566,0.4752492904663086,0.9974127411842346,0.7340031266212463,0.4466346204280853
0.7187955975532532,0.6329900622367859,0.48107191920280457,1.1029272079467773,0.7926928400993347,0.39423078298568726
0.6899302005767822,0.6208289861679077,0.48034191131591797,0.9806059002876282,0.7364820241928101,0.4146634638309479
0.6847092509269714,0.6164762377738953,0.4910256564617157,1.0200812816619873,0.7507613301277161,0.42500001192092896
0.7981320023536682,0.6683048605918884,0.4633902907371521,0.765760600566864,0.64921635389328,0.45192307233810425
0.6669175624847412,0.6043981313705444,0.5001424551010132,0.7637026309967041,0.6540229320526123,0.4427884519100189
0.5920494794845581,0.5599319338798523,0.540188729763031,0.8545211553573608,0.7047865390777588,0.4223557710647583
0.5486276745796204,0.5352243781089783,0.5594907402992249,0.6783859729766846,0.5922134518623352,0.510817289352417
0.5274523496627808,0.5203076601028442,0.5762107968330383,0.7236987948417664,0.6042351722717285,0.546875
0.49595895409584045,0.501196563243866,0.5931267738342285,0.8650615215301514,0.659230649471283,0.5100961327552795
0.4817834794521332,0.49380189180374146,0.6060363054275513,0.8439905643463135,0.6559235453605652,0.4935096204280853
0.45418915152549744,0.47442343831062317,0.6301994323730469,0.8763654828071594,0.6706998944282532,0.5252403616905212
0.42930296063423157,0.4568691551685333,0.6469017267227173,0.6310417652130127,0.5729489326477051,0.5346153974533081
0.412663996219635,0.44690996408462524,0.6515847444534302,0.7049219012260437,0.5927653312683105,0.5754807591438293
0.3979160785675049,0.43671515583992004,0.6661503314971924,0.8351205587387085,0.6440938115119934,0.5213941931724548
0.3834145665168762,0.427783340215683,0.669836163520813,0.6856143474578857,0.5861973166465759,0.5418269038200378
0.3601829409599304,0.4078397750854492,0.7011929750442505,0.688032865524292,0.587051272392273,0.5411058068275452
0.34873926639556885,0.402997225522995,0.7017272114753723,0.6888542175292969,0.5841612815856934,0.5598557591438293
0.3291211426258087,0.3884156346321106,0.7222043871879578,0.6457920074462891,0.5595657825469971,0.5718749761581421
0.3257753252983093,0.38419678807258606,0.7253561615943909,0.6466869711875916,0.5613315105438232,0.5514422655105591
