loss,accuracy,val_loss,val_accuracy
1.1342934370040894,0.5095314383506775,3.1727638244628906,0.2518159747123718
0.846896231174469,0.6484054923057556,1.3159773349761963,0.43220338225364685
0.7592436075210571,0.6867094039916992,1.180582880973816,0.5387409329414368
0.7041074633598328,0.7096917629241943,1.1068989038467407,0.5314769744873047
0.6683529019355774,0.7257260084152222,1.4766621589660645,0.47941887378692627
0.6299576163291931,0.736415445804596,1.3004651069641113,0.5217917561531067
0.5955931544303894,0.7554783821105957,0.9778823852539062,0.5944309830665588
0.5647338032722473,0.7670586109161377,1.142432689666748,0.5932203531265259
0.5198186039924622,0.7838054299354553,1.1470835208892822,0.5786924958229065
0.5076707005500793,0.790130078792572,1.329724907875061,0.5435835123062134
0.46155938506126404,0.8037591576576233,1.0922354459762573,0.5883777141571045
0.4031878709793091,0.8311063647270203,1.0878760814666748,0.6016949415206909
0.38016897439956665,0.8461607098579407,1.100268006324768,0.5774818658828735
0.33398908376693726,0.8619276881217957,1.2488471269607544,0.6029055714607239
