epoch,loss,mae,val_loss,val_mae
12,0.8113930225372314,0.7115601301193237,0.7603399753570557,0.660947859287262
13,0.7589889764785767,0.6600015163421631,0.7437426447868347,0.645153820514679
14,0.724661111831665,0.626448929309845,0.7209388613700867,0.6230867505073547
15,0.6966776847839355,0.5991840958595276,0.6845821142196655,0.5874365568161011
16,0.6682643294334412,0.5714507102966309,0.6937057971954346,0.5972197651863098
17,0.6466837525367737,0.5505118370056152,0.6845307946205139,0.5886695384979248
18,0.6311026215553284,0.5355335474014282,0.6961279511451721,0.6008607149124146
19,0.6260643601417542,0.5310841202735901,0.6729103326797485,0.5782103538513184
20,0.6030349135398865,0.5086045861244202,0.7480225563049316,0.6538680791854858
21,0.5807970762252808,0.4869043231010437,0.6471661329269409,0.5535350441932678
22,0.5739582777023315,0.4805763065814972,0.6479929089546204,0.5548691749572754
23,0.5642799735069275,0.4714050889015198,0.709476113319397,0.6168474555015564
24,0.5552587509155273,0.4628736078739166,0.6372193098068237,0.5450828075408936
25,0.5454986691474915,0.4535941481590271,0.655616283416748,0.5639467835426331
26,0.5364816188812256,0.4450284242630005,0.6147159337997437,0.5234875679016113
27,0.527150571346283,0.43613550066947937,0.6309291124343872,0.5401225686073303
28,0.5163782835006714,0.4257833957672119,0.6286158561706543,0.5382423400878906
29,0.508651852607727,0.4184831380844116,0.5955795049667358,0.5056218504905701
30,0.4958721399307251,0.40611687302589417,0.6067456007003784,0.5172019600868225
31,0.49505147337913513,0.40570831298828125,0.6294488906860352,0.5403141379356384
32,0.49385935068130493,0.4049231708049774,0.5988013744354248,0.5100707411766052
33,0.4835149943828583,0.39497900009155273,0.6001222133636475,0.5117871165275574
34,0.48185476660728455,0.39370569586753845,0.611507773399353,0.5235580205917358
35,0.4723137617111206,0.38454997539520264,0.6111984848976135,0.5236238837242126
36,0.4664728343486786,0.37908676266670227,0.6282286047935486,0.5410262942314148
