loss,accuracy,val_loss,val_accuracy
1.655792236328125,0.44307857751846313,1.33514404296875,0.4685229957103729
1.1780818700790405,0.521557092666626,1.260578989982605,0.4685229957103729
1.1430377960205078,0.5299305319786072,1.2720212936401367,0.4552057981491089
1.1115795373916626,0.5488152503967285,1.2499538660049438,0.49152541160583496
1.1269892454147339,0.5462319850921631,1.212224006652832,0.5108959078788757
1.1135408878326416,0.5566542148590088,1.1949232816696167,0.5024213194847107
1.1106877326965332,0.5595047473907471,1.2655614614486694,0.490314781665802
1.1172112226486206,0.5561197400093079,1.2334202527999878,0.509685218334198
1.0454570055007935,0.585693895816803,1.1797822713851929,0.5266343951225281
1.0149561166763306,0.5970069766044617,1.1689116954803467,0.5254237055778503
0.9730114340782166,0.6219490766525269,1.1660733222961426,0.5302663445472717
0.9520997405052185,0.6264029741287231,1.1775352954864502,0.5205811262130737
0.9268937706947327,0.6413682699203491,1.1508824825286865,0.5423728823661804
0.906633198261261,0.6478710174560547,1.1363770961761475,0.5387409329414368
0.8976695537567139,0.6494744420051575,1.1591955423355103,0.5205811262130737
0.8789267539978027,0.6627472043037415,1.1404081583023071,0.5411622524261475
0.8624712824821472,0.6712987422943115,1.128547191619873,0.5472155213356018
0.854229748249054,0.6709424257278442,1.0958081483840942,0.5605326890945435
0.8342108130455017,0.68002849817276,1.1143285036087036,0.5520581007003784
0.8316307663917542,0.6812756061553955,1.1024081707000732,0.5556900501251221
0.8121764063835144,0.6892927289009094,1.0811638832092285,0.5617433190345764
0.8010674715042114,0.6993586421012878,1.0977251529693604,0.5508474707603455
0.7919633984565735,0.6981115341186523,1.0892517566680908,0.5544794201850891
0.781836986541748,0.7054160237312317,1.0767360925674438,0.5677965879440308
0.7658732533454895,0.7088009715080261,1.0764812231063843,0.5726392269134521
0.7570169568061829,0.7151256203651428,1.0894463062286377,0.5569007396697998
0.7521545886993408,0.7164617776870728,1.076867699623108,0.5641646385192871
0.7565879225730896,0.7137894034385681,1.08729887008667,0.5714285969734192
0.7368713021278381,0.7224300503730774,1.0671073198318481,0.5762711763381958
0.7384927868843079,0.7203812599182129,1.0812208652496338,0.5726392269134521
0.7388721108436584,0.7249242663383484,1.0805788040161133,0.5738498568534851
0.7230755686759949,0.7259041666984558,1.0772329568862915,0.5738498568534851
0.7159306406974792,0.7308034896850586,1.0707972049713135,0.5774818658828735
0.7115516662597656,0.7324069142341614,1.0814402103424072,0.5738498568534851
0.7093741297721863,0.7363263964653015,1.0828144550323486,0.5774818658828735
0.7039129137992859,0.7346338629722595,1.07874596118927,0.5774818658828735
0.7061032652854919,0.7323178052902222,1.081445574760437,0.5762711763381958
0.7012964487075806,0.7354356050491333,1.07786226272583,0.5774818658828735
0.6950007677078247,0.7384642958641052,1.0748604536056519,0.5811138153076172
0.6994276642799377,0.7409585118293762,1.079267144203186,0.5811138153076172
0.6999301910400391,0.7367717623710632,1.0758421421051025,0.5799031257629395
0.6939366459846497,0.7359700798988342,1.0741686820983887,0.5823244452476501
0.6939549446105957,0.7392659783363342,1.0738955736160278,0.5799031257629395
0.6994681358337402,0.7377516627311707,1.0743865966796875,0.5811138153076172
0.6932654976844788,0.7390878200531006,1.079468846321106,0.5774818658828735
0.6865201592445374,0.7442544102668762,1.0735282897949219,0.5799031257629395
0.6886367201805115,0.7382861375808716,1.0700128078460693,0.5847457647323608
0.6876226663589478,0.7407803535461426,1.0759985446929932,0.5835351347923279
0.6937879920005798,0.7414038777351379,1.073622465133667,0.5799031257629395
0.6932928562164307,0.7377516627311707,1.0698713064193726,0.5823244452476501
