epoch,accuracy,loss,val_accuracy,val_loss
0,0.44307857751846313,1.655792236328125,0.4685229957103729,1.33514404296875
1,0.521557092666626,1.1780818700790405,0.4685229957103729,1.260578989982605
2,0.5299305319786072,1.1430377960205078,0.4552057981491089,1.2720212936401367
3,0.5488152503967285,1.1115795373916626,0.49152541160583496,1.2499538660049438
4,0.5462319850921631,1.1269892454147339,0.5108959078788757,1.212224006652832
5,0.5566542148590088,1.1135408878326416,0.5024213194847107,1.1949232816696167
6,0.5595047473907471,1.1106877326965332,0.490314781665802,1.2655614614486694
7,0.5561197400093079,1.1172112226486206,0.509685218334198,1.2334202527999878
